0  sortseq,0Sort,Call U,mode,band,Output,Input,Call,mNemonic,Location,Service Area,S,ERP,HASL,T/O,Sp,Tone,Notes,Note2,Offset,absoff,sign,tsign,tdup,trpt,longditude,latitude,maidenhead,distsyd,dirsyd,dirkat,distmel,disttmb,txpower,bank
10,3-FM,VK3RBY 7,FM,7,439.6250,434.6250,VK3RBY,-,Bayswater,Melbourne,O,80,-,2,3MY,88.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,145.2639384,-37.84043156,QF22pd18qh,694385,228.9,223.5,26091.2,1323641.0,5,
10,3-FM,VK3RCC 7,FM,7,438.0250,433.0250,VK3RCC,-,Melbourne City,Melbourne,O,160,120,-,3BKR,91.5,76,,5.000,5.000,-,MINUS,DUP-,-RPT,144.9694815,-37.81382239,QF22le64iq,713376,230.4,225.2,0.0,1336567.6,5,
10,3-FM,VK3RDX 7,FM,7,439.6000,434.6000,VK3RDX,-,Mt Waverley,Melbourne FM/C4FM,O,100,132,3,3HF,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,145.1381244,-37.87446577,QF22nd60nd,705474,229.2,223.9,16298.4,1333182.5,5,
10,3-FM,VK3RFY 7,FM,7,438.4000,433.4000,VK3RFY,Hillsd,Hillside,Melb FM/C4FM EchoIRLP,O,100,100,3,3FY,91.5,38,,5.000,5.000,-,MINUS,DUP-,-RPT,144.7285569,-37.69462239,QF22ih73kg,723184,232.2,227.2,25016.2,1338938.9,5,
10,3-FM,VK3RGC 7,FM,7,439.5750,434.5750,VK3RGC,MoPell,Montpellier,Geelong FM and P25,O,45,160,3,3ATL,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,144.313919,-38.15716793,QF21du72qg,782385,230.6,225.9,69058.4,1401837.8,5,
10,3-FM,VK3RGL 7,FM,7,439.5000,434.5000,VK3RGL,Anakie,Mt Anakie,Geelong FM and P25,O,45,400,3,3ATL,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,144.2690362,-37.88642676,QF22dc27gg,768671,232.6,228.0,62171.2,1380793.9,5,
10,3-FM,VK3RGW 7,FM,7,438.5000,433.5000,VK3RGW,-,Grovedale,Geelong W FM/C4FM 6/15,P,100,148,3,3HF,91.5,103,,5.000,5.000,-,MINUS,DUP-,-RPT,144.2969601,-38.17256809,QF21dt58po,784586,230.5,225.9,71241.6,1404100.1,5,
10,3-FM,VK3RHF 7,FM,7,438.7500,433.7500,VK3RHF,-,Olinda,Melbourne,O,100,600,3,3UJ,88.5,8,,5.000,5.000,-,MINUS,DUP-,-RPT,144.5793629,-37.39439772,QF22go95mi,716358,235.0,230.2,57911.3,1321161.7,5,
10,3-FM,VK3RIR 7,FM,7,438.1500,433.1500,VK3RIR,-,Bendigo,Bendigo 6/15,T,100,240,3.5,3JED,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,144.953894,-38.35446257,QF21lp44lw,751249,226.7,221.6,60025.6,1385886.2,5,
10,3-FM,VK3RLP 7,FM,7,439.4750,434.4750,VK3RLP,-,Cranbourne,Mornington Peninsula,O,25,71,4,3BJA,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,145.2800586,-38.11372175,QF21pv32oq,712212,226.9,221.5,43045.5,1347603.9,5,
10,3-FM,VK3RMC 7,FM,7,439.3750,434.3750,VK3RMC,-,Berwick,Berwick,O,-,-,-,3APC,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,145.3281339,-38.00118893,QF21px99jr,701029,227.5,222.0,37779.9,1334944.8,5,
10,3-FM,VK3RMC 7,FM,7,439.8750,434.8750,VK3RMC,-,Narre Warren North,Melbourne SE,O,-,-,-,3APC,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,145.3281339,-38.00118893,QF21px99jr,701029,227.5,222.0,37779.9,1334944.8,5,
10,3-FM,VK3RMH 7,FM,7,438.3250,433.3250,VK3RMH,WatlGn,Wattle Glen,Melbourne 6/15,X,40,120,3,3CNE,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,145.1954617,-37.681545,QF22oh36kk,688634,230.4,225.0,24742.8,1312913.3,5,
10,3-FM,VK3RMM 7,FM,7,439.8250,434.8250,VK3RMM,Macdon,Mt Macedon,Melbourne WICEN,O,100,1011,3,3WI,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,144.5767796,-37.38344075,QF22go97fx,715926,235.1,230.3,59028.5,1320367.2,5,
10,3-FM,VK3RMN 7,FM,7,439.4500,434.4500,VK3RMN,KLake,Kinglake,Melbourne,O,80,600,-,VWN,91.5,39,,5.000,5.000,-,MINUS,DUP-,-RPT,145.3162849,-37.5157077,QF22pl76wf,669216,231.1,225.6,45067.5,1291764.0,5,
10,3-FM,VK3RMS 7,FM,7,438.2250,433.2250,VK3RMS,Olind2,Olinda,Melbourne,O,100,600,2.5,3WI,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,145.36636,-37.85392842,QF22qd35xb,688195,228.3,222.8,35219.7,1319637.4,5,
10,3-FM,VK3RMU 7,FM,7,439.8000,434.8000,VK3RMU,StLeo,Mt St Leonard,Melbourne FM and P25,O,200,1028,2.5,3WI,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,145.5255499,-37.56753677,QF22sk33bs,657684,229.8,224.0,56148.4,1285585.2,5,
10,3-FM,VK3RNP 7,FM,7,438.6500,433.6500,VK3RNP,GoldnP,Bannockburn,Golden Plains,O,25,135,3,3BA,91.5,16,,5.000,5.000,-,MINUS,DUP-,-RPT,144.1624408,-38.04182726,QF21bw99lx,786029,231.9,227.4,75331.6,1400095.3,5,
10,3-FM,VK3RPS 7,FM,7,439.7250,434.7250,VK3RPS,Cotrel,Mt Cottrell,Melbourne West,O,200,217,3,3WI,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,144.6218721,-37.76315776,QF22hf46ou,735234,232.1,227.3,31131.0,1350726.0,5,
10,3-FM,VK3RPT 7,FM,7,439.5250,434.5250,VK3RPT,-,Pretty Sally,Kilmore FM and P25,O,100,515,3,3HF,91.5,103,,5.000,5.000,-,MINUS,DUP-,-RPT,144.9655763,-37.38094974,QF22lo58un,686538,233.6,228.5,48045.3,1298608.4,5,
10,3-FM,VK3RPU 7,FM,7,439.8500,434.8500,VK3RPU,-,Arthur's Seat,Melbourne,O,40,-,2.5,3WI,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,144.951503,-38.3560426,QF21lp44en,751522,226.7,221.6,60206.1,1386150.2,5,
10,3-FM,VK3RRC 7,FM,7,439.7000,434.7000,VK3RRC,RdlsCk,Riddells Creek,Riddells Creek (Scouts),O,-,-,-,VSA,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,144.6648404,-37.44798127,QF22hn92sl,713015,234.3,229.4,48701.6,1320997.0,5,
10,3-FM,VK3RSA 7,FM,7,439.6500,434.6500,VK3RSA,-,Emerald,Melbourne,O,100,370,3,VSA,91.5,102,,5.000,5.000,-,MINUS,DUP-,-RPT,145.4441559,-37.93257786,QF22rb36he,688315,227.4,221.8,43794.2,1322870.6,5,
10,3-FM,VK3RSB 7,FM,7,439.5500,434.5500,VK3RSB,-,Mt St Leonard,Melbourne,O,100,1028,3,VSA,91.5,102,,5.000,5.000,-,MINUS,DUP-,-RPT,145.5255499,-37.56753677,QF22sk33bs,657684,229.8,224.0,56148.4,1285585.2,5,
10,3-FM,VK3RSE 7,FM,7,439.9000,434.9000,VK3RSE,-,Glen Waverley,Melbourne,O,-,-,2,3ER,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,145.1734806,-37.89065521,QF22oc06tf,704093,228.9,223.6,19876.1,1332814.0,5,
10,3-FM,VK3RSV 7,FM,7,439.4250,434.4250,VK3RSV,-,Noble Park,Melbourne EchoLink,O,200,90,4,2CL,91.5,64,,5.000,5.000,-,MINUS,DUP-,-RPT,145.1886121,-37.96777939,QF22oa27pr,708293,228.3,223.0,25759.4,1338991.1,5,
10,3-FM,VK3RYV 7,FM,7,439.3000,434.3000,VK3RYV,Briart,Briarty Hill,Yarra Valley,O,-,-,-,3YVG,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,145.4762425,-37.73098542,QF22rg74dn,672161,228.7,223.1,45584.1,1302907.9,5,
11,6-DV,VK3RBA B,DV,DST,439.9875,434.9875,VK3RBA B,Bunyng,Mt Buninyong,Ballarat 6/15,X,25,750,3,3BML,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,143.9264646,-37.65292977,QF12xi13eh,780630,235.4,231.1,93659.1,1380293.9,5,
11,6-DV,VK3RCE B,DV,DST,438.9125,438.9125,VK3RCE B,-,Bendigo,Bendigo (G),O,25,-,3,3CE,-,,,0.000,0.000,+,PLUS,DUP+,+RPT,144.3038831,-36.73384772,QF23dg63lv,703586,241.2,236.8,133606.4,1281787.7,5,
11,6-DV,VK3RDK C,DV,DST,146.6375,146.0375,VK3RDK C,-,Horsham,Wimmera (G),O,25,-,3,3III,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,142.2047202,-36.71861355,QF13cg47nm,877422,246.3,243.4,273688.3,1415249.5,5,
11,6-DV,VK3RGV B,DV,DST,438.2000,432.8000,VK3RGV B,Wombat,Mt Wombat,Shepparton (G),O,25,800,3,3WI,-,96,,5.400,5.400,-,MINUS,DUP-,-RPT,145.6730699,-36.84930833,QF23ud06sd,601878,235.1,229.2,123881.3,1213518.3,5,
11,2-FM,VK3RAG 2,FM,2,146.7750,146.1750,VK3RAG,Renies,Rennies Hill,Alexandra,O,50,480,2.5,3JFK,123,14,,0.600,0.600,-,MINUS,DUP-,-RPT,145.7058345,-37.21863058,QF22us47qm,622006,231.7,225.8,92743.8,1244801.2,5,
11,2-FM,VK3RBA 2,FM,2,146.7500,146.1500,VK3RBA,Bunyng,Mt Buninyong,Ballarat,O,15,750,3,3WI,91.5,,,0.600,0.600,-,MINUS,DUP-,-RPT,143.9264646,-37.65292977,QF12xi13eh,780630,235.4,231.1,93659.1,1380293.9,5,
11,2-FM,VK3RBQ 2,FM,2,147.2000,147.8000,VK3RBQ,Dimbol,Dimboola,Wimmera,O,25,160,-,3KAY,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,142.0348445,-36.45216135,QF13an41el,883110,248.5,245.8,301361.5,1407836.8,5,
11,2-FM,VK3RBT 2,FM,2,146.6500,146.0500,VK3RBT,GreenH,Green Hill,Ballarat,O,-,-,-,3BML,91.5,,,0.600,0.600,-,MINUS,DUP-,-RPT,143.9015765,-37.62642303,QF12wi89ep,781047,235.6,231.4,96421.6,1379510.3,5,
11,2-FM,VK3RCA 2,FM,2,146.6750,146.0750,VK3RCA,Torumb,Torrumbarry,Echuca,O,50,-,-,3CMZ,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,144.570348,-36.04400059,QF23gw89kk,652357,246.4,242.2,199600.9,1209580.1,5,
11,2-FM,VK3RCV 2,FM,2,147.1500,147.7500,VK3RCV,Alex,Mt Alexander,Bendigo,O,20,730,3,3WI,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,144.3087249,-36.99059685,QF23da72bg,715631,239.1,234.6,108490.7,1302671.1,5,
11,2-FM,VK3RDG 2,FM,2,147.1250,147.7250,VK3RDG,Delegt,Mt Delegate,Delegate,O,-,-,-,3WI,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,148.8973438,-37.11267338,QF42kv72qx,416572,209.5,198.4,356069.4,1096770.6,5,
11,2-FM,VK3RDU 2,FM,2,146.8500,146.2500,VK3RDU,Major,Mt Major,Goulburn Valley,O,80,377,2.5,3WI,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,145.694467,-36.36158967,QF23up33if,573568,239.6,233.8,173577.8,1169533.4,5,
11,2-FM,VK3REB 2,FM,2,146.9000,146.3000,VK3REB,MntNow,Mt Nowa Nowa,Bairnsdale,O,30,354,2.5,3EGC,-,35,,0.600,0.600,-,MINUS,DUP-,-RPT,148.0909009,-37.6927986,QF42bh03vr,509361,212.7,203.8,275392.7,1184153.2,5,
11,2-FM,VK3REG 2,FM,2,146.6500,146.0500,VK3REG,MntCan,Mt Cann,East Gippsland,O,40,-,2.5,3EGC,-,35,,0.600,0.600,-,MINUS,DUP-,-RPT,148.9786978,-37.64672754,QF42li74ks,465192,205.0,195.0,353884.1,1149375.8,5,
11,2-FM,VK3REM 2,FM,2,147.1500,147.7500,VK3REM,MarHil,Maramingo Hill,Mallacoota WICEN 7/15,X,30,388,2.5,3EGC,-,35,,-0.600,0.600,+,PLUS,DUP+,+RPT,149.5526155,-37.41091362,QF42so61hj,420708,200.4,189.3,407078.7,1107823.7,5,
11,2-FM,VK3RGH 2,FM,2,146.8750,146.2750,VK3RGH,GreenH,Green Hill,Macedon Ranges & Melb,O,100,600,3,3FY,91.5,,,0.600,0.600,-,MINUS,DUP-,-RPT,144.4257447,-37.18627244,QF22ft15ch,716600,237.2,232.5,84633.0,1312208.4,5,
11,2-FM,VK3RGS 2,FM,2,147.0250,147.6250,VK3RGS,-,Mt Fatigue,Foster 6/15,X,60,-,2.5,3WI,123,37,,-0.600,0.600,+,PLUS,DUP+,+RPT,146.306918,-38.56986205,QF31dk63tf,682699,218.8,212.6,144115.1,1342339.8,5,
11,2-FM,VK3RGV 2,FM,2,146.6500,146.0500,VK3RGV,Wombat,Mt Wombat,Shepparton,O,80,800,3,3WI,123,18,,0.600,0.600,-,MINUS,DUP-,-RPT,145.6730699,-36.84930833,QF23ud06sd,601878,235.1,229.2,123881.3,1213518.3,5,
11,2-FM,VK3RHO 2,FM,2,147.0500,147.6500,VK3RHO,Hotham,Mt Hotham,NE Victoria,O,30,-,2.5,3WI,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,147.1280548,-36.97521798,QF33na55iw,505996,225.9,217.7,212588.8,1152979.3,5,
11,2-FM,VK3RLV 2,FM,2,146.8000,146.2000,VK3RLV,Tassie,Mt Tassie,Latrobe Valley,O,80,730,2.5,3WI,-,37,,0.600,0.600,-,MINUS,DUP-,-RPT,146.5592604,-38.39357237,QF31go75cn,653457,218.5,212.0,153567.3,1314450.4,5,
11,2-FM,VK3RMA 2,FM,2,146.8000,146.2000,VK3RMA,Mildra,Mildura city,Mildura,O,50,50,3,3WI,-,56,,0.600,0.600,-,MINUS,DUP-,-RPT,142.1614128,-34.18930512,QF15bt94in,835948,265.0,263.8,475167.6,1253230.6,5,
11,2-FM,VK3RMK 2,FM,2,147.0250,147.6250,VK3RMK,Kerang,Mt Kerang,Charlton,O,25,385,-,3WI,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,143.5512481,-36.31228552,QF13sq65db,748718,246.6,243.1,208987.5,1295578.9,5,
11,2-FM,VK3RMP 2,FM,2,147.2750,147.8750,VK3RMP,Caveat,Caveat,North Central 6/15,P,100,670,3,VSA,91.5,,,-0.600,0.600,+,PLUS,DUP+,+RPT,145.5009012,-37.06943015,QF22sw03ci,627878,233.9,228.2,95063.6,1242256.6,5,
11,2-FM,VK3RNE 2,FM,2,147.0000,146.4000,VK3RNE,BigBen,Mt Big Ben,Wodonga,O,100,1158,2.5,3WI,-,36,,0.600,0.600,-,MINUS,DUP-,-RPT,146.9409759,-36.40629398,QF33lo22wl,480039,232.9,224.9,234737.9,1108137.4,5,
11,2-FM,VK3RON 2,FM,2,146.7000,146.1000,VK3RON,Ouyen,Ouyen,Ouyen,O,80,130,3,3RSG,-,56,,0.600,0.600,-,MINUS,DUP-,-RPT,142.3109495,-35.07432719,QF14dw72hd,827952,258.2,256.2,386254.0,1295339.5,5,
11,2-FM,VK3ROW 2,FM,2,147.2750,147.8750,VK3ROW,BeechF,Beech Forest,Otway Ranges 6/15,X,45,550,3,3ATL,91.5,,,-0.600,0.600,+,PLUS,DUP+,+RPT,143.5638956,-38.63325439,QF11si78qa,866399,230.2,226.1,153039.3,1484045.5,5,
11,2-FM,VK3RPB 2,FM,2,147.1000,147.7000,VK3RPB,Bright,Mt Porepunkah,Bright,O,5,-,2.5,3WI,-,36,,-0.600,0.600,+,PLUS,DUP+,+RPT,146.9622989,-36.65728568,QF33li52lg,494896,230.1,222.1,218498.6,1130562.6,5,
11,2-FM,VK3RPL 2,FM,2,146.8250,146.2250,VK3RPL,Portld,Portland,Portland,O,200,100,3,3AJ,91.5,104,,0.600,0.600,-,MINUS,DUP-,-RPT,141.6318643,-38.38779431,QF01to56tw,996488,237.0,234.0,299582.9,1577890.5,5,
11,2-FM,VK3RSG 2,FM,2,147.1000,147.7000,VK3RSG,BassH,Bass Hill,South Gippsland,O,40,-,3,3WI,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,145.5509316,-38.48880391,QF21sm62cq,722114,223.1,217.6,90613.1,1368983.9,5,
11,2-FM,VK3RSH 2,FM,2,146.9000,146.3000,VK3RSH,SwanHl,Swan Hill,Swan Hill,O,80,60,2.5,3RSG,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,143.5053682,-35.33001754,QF14sq00pt,724716,254.9,252.1,305183.4,1226176.8,5,
11,2-FM,VK3RVL 2,FM,2,147.0500,147.6500,VK3RVL,RobinV,Robinvale,Robinvale,O,40,-,3,3RSG,-,56,,-0.600,0.600,+,PLUS,DUP+,+RPT,142.7698951,-34.58748392,QF15jj29ja,781296,261.8,260.0,408987.0,1230047.7,5,
11,2-FM,VK3RWA 2,FM,2,147.1000,147.7000,VK3RWA,BenNev,Ben Nevis,Ararat,O,30,876,2.5,3WI,91.5,,,-0.600,0.600,+,PLUS,DUP+,+RPT,143.2010938,-37.22842369,QF12os45de,815742,240.5,236.8,169286.7,1389178.1,5,
11,2-FM,VK3RWG 2,FM,2,147.2250,147.8250,VK3RWG,BawSq,Mt Baw Baw,West Gippsland,O,20,1563,2.5,3WI,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,146.2748305,-37.83833516,QF32dd28xt,626415,223.9,217.4,114953.5,1274045.3,5,
11,2-FM,VK3RWL 2,FM,2,147.0500,147.6500,VK3RWL,Warnum,Mt Warrnambool,Warrnambool,O,40,-,0.5,3WI,-,,,-0.600,0.600,+,PLUS,DUP+,+RPT,142.7378532,-38.30493644,QF11iq86nt,907310,234.7,231.1,203290.0,1503849.4,5,
11,2-FM,VK3RWM 2,FM,2,146.8500,146.2500,VK3RWM,Arapls,Mt Arapiles,Horsham,O,30,-,2.5,3WI,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,141.8359411,-36.75231676,QF03wf09hk,909887,246.8,244.0,301803.8,1442785.7,5,
11,2-FM,VK3RWZ 2,FM,2,146.9500,146.3500,VK3RWZ,Wiliam,Mt William,Grampians,O,50,1170,2.5,3WI,91.5,,,0.600,0.600,-,MINUS,DUP-,-RPT,142.601203,-37.29308085,QF12hq29dp,867246,241.6,238.2,217094.0,1432075.0,5,
11,3-FM,VK3RBA 7,FM,7,439.2750,434.2750,VK3RBA,Bunyng,Mt Buninyong,Ballarat,O,50,750,3,3WI,91.5,6,,5.000,5.000,-,MINUS,DUP-,-RPT,143.9264646,-37.65292977,QF12xi13eh,780630,235.4,231.1,93659.1,1380293.9,5,
11,3-FM,VK3RBL 7,FM,7,439.8250,434.8250,VK3RBL,-,Bambill South,NW Victoria,O,-,-,-,3WI,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,141.5080933,-34.47257896,QF05sm06xn,896474,263.0,261.7,484172.0,1320964.5,5,
11,3-FM,VK3RBN 7,FM,7,438.3500,433.3500,VK3RBN,-,Burrumbeet,Ballarat,O,25,389,2.5,3UBO,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,143.6637942,-37.47438741,QF12tm96pd,791201,237.5,233.4,121234.5,1380857.5,5,
11,3-FM,VK3RBO 7,FM,7,438.0250,433.0250,VK3RBO,-,Specimen Hill,Bendigo,O,50,335,-,3WI,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,144.2440875,-36.76562244,QF23cf96gg,709913,241.1,236.8,132929.8,1287994.6,5,
11,3-FM,VK3RBP 7,FM,7,439.7000,434.7000,VK3RBP,-,Horsham,Wimmera,O,25,135,-,3III,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,142.1983672,-36.71618158,QF13cg38tc,877875,246.3,243.4,274316.5,1415503.0,5,
11,3-FM,VK3RBU 7,FM,7,438.4750,433.4750,VK3RBU,-,Mt Hollowback,Ballarat,O,40,-,2.5,3WI,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,143.8154793,-37.44005074,QF12vn74uj,777577,237.3,233.1,109992.2,1369038.0,5,
11,3-FM,VK3RCP 7,FM,7,438.0250,433.0250,VK3RCP,-,Ouyen,Ouyen,O,-,-,-,3WI,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,142.3116084,-35.06953216,QF14dw73jh,827830,258.2,256.2,386640.8,1294984.5,5,
11,3-FM,VK3RCU 7,FM,7,438.4250,433.4250,VK3RCU,-,Mt Moliagul,Bendigo,O,-,527,-,3WI,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,143.6469508,-36.72319488,QF13tg76pk,756863,243.1,239.3,168552.9,1321382.3,5,
11,3-FM,VK3RDU 7,FM,7,438.0750,433.0750,VK3RDU,Major,Mt Major,Goulburn Valley,O,-,377,-,3WI,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,145.694467,-36.36158967,QF23up33if,573568,239.6,233.8,173577.8,1169533.4,5,
11,3-FM,VK3RDU 7,FM,7,439.8750,434.8750,VK3RDU,Major,Mt Major,Goulburn Valley,O,40,377,2.5,3WI,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,145.694467,-36.36158967,QF23up33if,573568,239.6,233.8,173577.8,1169533.4,5,
11,3-FM,VK3REG 7,FM,7,438.0250,433.0250,VK3REG,MntCan,Mt Cann,East Gippsland 6/15,X,40,-,2.5,3EGC,-,36,,5.000,5.000,-,MINUS,DUP-,-RPT,148.9786978,-37.64672754,QF42li74ks,465192,205.0,195.0,353884.1,1149375.8,5,
11,3-FM,VK3RGH 7,FM,7,439.3250,434.3250,VK3RGH,GreenH,Green Hill,Macedon Rng & Melb 6/15,P,100,600,3,3FY,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,144.4257447,-37.18627244,QF22ft15ch,716600,237.2,232.5,84633.0,1312208.4,5,
11,3-FM,VK3RGS 7,FM,7,438.3750,433.3750,VK3RGS,-,Mt Fatigue,Foster,O,-,-,-,3WI,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,146.306918,-38.56986205,QF31dk63tf,682699,218.8,212.6,144115.1,1342339.8,5,
11,3-FM,VK3RGV 7,FM,7,439.7750,434.7750,VK3RGV,Wombat,Mt Wombat,NE Victoria,O,-,800,-,3WI,123,,,5.000,5.000,-,MINUS,DUP-,-RPT,145.6730699,-36.84930833,QF23ud06sd,601878,235.1,229.2,123881.3,1213518.3,5,
11,3-FM,VK3RHO 7,FM,7,438.3750,433.3750,VK3RHO,Hotham,Mt Hotham,NE Victoria,O,-,-,-,3WI,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,147.1280548,-36.97521798,QF33na55iw,505996,225.9,217.7,212588.8,1152979.3,5,
11,3-FM,VK3RLE 7,FM,7,438.1250,433.1250,VK3RLE,-,Paps,Mansfield,O,50,678,-,3JFK,-,68,,5.000,5.000,-,MINUS,DUP-,-RPT,145.9848104,-37.04339896,QF22xw89eo,590543,231.9,225.6,124043.6,1214582.4,5,
11,3-FM,VK3RLV 7,FM,7,438.3750,433.3750,VK3RLV,Tassie,Mt Tassie,Latrobe Valley,O,-,730,-,3WI,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,146.5592604,-38.39357237,QF31go75cn,653457,218.5,212.0,153567.3,1314450.4,5,
11,3-FM,VK3RMG 7,FM,7,439.9500,434.9500,VK3RMG,-,Mt Broughton,Yea - Seymour,O,30,650,3,3JFK,-,68,,5.000,5.000,-,MINUS,DUP-,-RPT,145.4129889,-37.12047245,QF22qv91nc,637516,233.9,228.3,86376.9,1251487.0,5,
11,3-FM,VK3RMP 7,FM,7,439.3500,434.3500,VK3RMP,Caveat,Caveat,North Central 6/15,T,100,670,3,VSA,91.5,102,,5.000,5.000,-,MINUS,DUP-,-RPT,145.5009012,-37.06943015,QF22sw03ci,627878,233.9,228.2,95063.6,1242256.6,5,
11,3-FM,VK3RNE 7,FM,7,439.4250,434.4250,VK3RNE,BigBen,Mt Big Ben,Wodonga,O,-,1158,-,3WI,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,146.9409759,-36.40629398,QF33lo22wl,480039,232.9,224.9,234737.9,1108137.4,5,
11,3-FM,VK3RNU 7,FM,7,438.5250,433.5250,VK3RNU,-,Mt Stanley,Wangaratta,O,60,1051,2.5,3WI,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,146.8029189,-36.44459478,QF33jn63ih,492654,233.3,225.6,222777.6,1118488.4,5,
11,3-FM,VK3RPL 7,FM,7,439.9500,434.9500,VK3RPL,Portld,Portland,Portland,O,200,100,3,3AJ,91.5,100,101,5.000,5.000,-,MINUS,DUP-,-RPT,141.6318643,-38.38779431,QF01to56tw,996488,237.0,234.0,299582.9,1577890.5,5,
11,3-FM,VK3RRU 7,FM,7,438.5250,433.5250,VK3RRU,-,Merbein,Mildura,O,20,-,2.5,3RSG,-,5,,5.000,5.000,-,MINUS,DUP-,-RPT,142.0790504,-34.16833223,QF15at99lo,843549,265.2,264.0,481133.8,1258553.2,5,
11,3-FM,VK3RTU 7,FM,7,439.5250,434.5250,VK3RTU,MntTay,Mt Taylor,Bairnsdale,O,60,476,2.5,3EGC,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,147.5608071,-37.70561498,QF32sh70hp,538438,216.7,208.5,228651.4,1205695.1,5,
11,3-FM,VK3RUG 7,FM,7,438.1750,433.1750,VK3RUG,-,Devil's River,Alexandra - Lake Eildon,O,100,650,2.5,3JFK,-,68,,5.000,5.000,-,MINUS,DUP-,-RPT,145.8416087,-37.20926566,QF22ws09xs,611579,231.2,225.0,102212.3,1236959.7,5,
11,3-FM,VK3RWD 7,FM,7,438.5750,433.5750,VK3RWD,-,Drouin,West Gippsland,O,50,100,2,3BJA,91.5,,,5.000,5.000,-,MINUS,DUP-,-RPT,145.8181877,-38.14430497,QF21vu85ei,678916,224.1,218.2,83099.1,1324179.8,5,
11,3-FM,VK3RWG 7,FM,7,438.3750,433.3750,VK3RWG,BawSq,Mt Baw Baw,West Gippsland,O,20,1563,2.5,3WI,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,146.2748305,-37.83833516,QF32dd28xt,626415,223.9,217.4,114953.5,1274045.3,5,
11,3-FM,VK3RWL 7,FM,7,439.8750,434.8750,VK3RWL,Warnum,Mt Warrnambool,Warrnambool,O,40,-,0.5,3WI,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,142.7378532,-38.30493644,QF11iq86nt,907310,234.7,231.1,203290.0,1503849.4,5,
11,3-FM,VK3RWU 7,FM,7,438.6750,433.6750,VK3RWU,-,Mt William,Grampians,O,100,1170,3,3WI,91.5,6,,5.000,5.000,-,MINUS,DUP-,-RPT,142.603725,-37.29498482,QF12hq29ke,867125,241.5,238.2,216820.4,1432060.1,5,
11,3-FM,VK3RZU 7,FM,7,439.6750,434.6750,VK3RZU,-,Mt Buller,Mansfield 6/15,T,-,1800,-,3WI,-,,,5.000,5.000,-,MINUS,DUP-,-RPT,146.4344096,-37.14642475,QF32fu24du,565406,228.6,221.7,149246.6,1201645.5,5,
20,6-DV,VK4RBX C,DV,DST,146.7875,146.1875,VK4RBX C,-,The Knobby,Ipswich (G),O,25,600,3,4AB,-,,,0.600,0.600,-,MINUS,DUP-,-RPT,152.5916327,-27.50226347,QG62hl09xk,718035,11.0,18.2,1347475.7,61693.7,5,
